signal_type,entry_time,entry_price,exit_price,exit_reason,hold_hours,pnl_pct,pnl_actual
buy_3_original,2026-02-28 10:05:00,63808.0,66418.98,timeout,24.0,4.0919320461384086,0.6137898069207612
buy_3_original,2026-02-28 12:10:00,63888.89,66506.77,timeout,24.0,4.097551233086072,0.6146326849629108
buy_3_original,2026-02-28 12:55:00,64650.0,66296.48,timeout,24.0,2.5467594740912545,0.38201392111368815
buy_3_original,2026-02-28 14:10:00,64681.81,67073.12,timeout,24.0,3.697036307425531,0.5545554461138297
buy_3_original,2026-02-28 15:10:00,64895.14,67115.18,timeout,24.0,3.420964959779721,0.5131447439669582
buy_3_original,2026-02-28 16:00:00,65187.71,66948.79,timeout,24.0,2.701552179084055,0.40523282686260825
buy_3_original,2026-02-28 16:40:00,65602.65,66828.52,timeout,24.0,1.8686287825263308,0.2802943173789496
buy_3_original,2026-02-28 17:50:00,66190.61,66016.93,timeout,24.0,-0.262393714153726,-0.03935905712305889
buy_3_original,2026-02-28 19:15:00,66536.43,66057.6,timeout,24.0,-0.7196508739648149,-0.10794763109472223
buy_3_original,2026-02-28 20:10:00,66733.73,65454.66,timeout,24.0,-1.916676918853468,-0.2875015378280202
buy_3_original,2026-02-28 21:00:00,66620.5,65288.23,timeout,24.0,-1.9997898544742185,-0.29996847817113276
buy_3_original,2026-02-28 22:25:00,67194.13,65514.276750000005,stop_loss,24.0,-2.5,-0.375
buy_3_original,2026-02-28 23:15:00,67407.34,65722.1565,stop_loss,24.0,-2.4999999999999987,-0.3749999999999998
buy_3_original,2026-03-01 00:05:00,67079.36,65402.376,stop_loss,24.0,-2.500000000000006,-0.37500000000000094
sell_3_original,2026-03-01 00:40:00,67458.65,66640.32,timeout,24.0,1.2130838669317978,0.18196258003976967
buy_3_original,2026-03-01 01:30:00,66888.75,65216.53125,stop_loss,24.0,-2.5,-0.375
sell_3_original,2026-03-01 02:10:00,67160.63,66094.29,timeout,24.0,1.5877456777877323,0.23816185166815984
buy_3_original,2026-03-01 02:35:00,66784.58,65114.9655,stop_loss,24.0,-2.500000000000005,-0.3750000000000007
sell_3_original,2026-03-01 03:05:00,67292.3,66356.03,timeout,24.0,1.3913478956730623,0.20870218435095933
buy_3_original,2026-03-01 03:25:00,66389.33,66779.82,timeout,24.0,0.5881818659715428,0.08822727989573141
sell_3_original,2026-03-01 04:10:00,66771.1,66744.06,timeout,24.0,0.04049656213542707,0.006074484320314061
buy_3_original,2026-03-01 04:40:00,66215.71,66818.55,timeout,24.0,0.9104183886271044,0.13656275829406567
sell_3_original,2026-03-01 05:05:00,66661.61,66649.57,timeout,24.0,0.018061369954901475,0.002709205493235221
buy_3_original,2026-03-01 06:00:00,66241.97,66595.19,timeout,24.0,0.5332268952750064,0.07998403429125096
sell_3_original,2026-03-01 06:20:00,66511.7,66144.87,timeout,24.0,0.5515270245686124,0.08272905368529185
buy_3_original,2026-03-01 09:10:00,65730.28,66393.4,timeout,24.0,1.0088501068305131,0.15132751602457697
sell_3_original,2026-03-01 09:40:00,66228.27,66380.44,timeout,24.0,-0.22976592926253128,-0.034464889389379694
buy_3_original,2026-03-01 10:00:00,65933.87,66288.66,timeout,24.0,0.5380997657198161,0.08071496485797242
sell_3_original,2026-03-01 10:20:00,66657.44,66223.42,timeout,24.0,0.6511201150239254,0.09766801725358881
buy_3_original,2026-03-01 10:50:00,66243.7,66200.0,timeout,24.0,-0.06596853738543754,-0.00989528060781563
sell_3_original,2026-03-01 15:30:00,66726.66,68394.8265,stop_loss,24.0,-2.499999999999988,-0.37499999999999817
buy_3_original,2026-03-01 15:55:00,66358.45,69130.2,timeout,24.0,4.176936019451931,0.6265404029177897
sell_3_original,2026-03-01 16:20:00,66702.3,68369.8575,stop_loss,24.0,-2.499999999999993,-0.37499999999999895
buy_3_original,2026-03-01 17:00:00,65890.5,69571.43,timeout,24.0,5.5864350703060275,0.8379652605459041
sell_3_original,2026-03-01 17:45:00,67037.22,68713.15049999999,stop_loss,24.0,-2.4999999999999813,-0.37499999999999717
buy_3_original,2026-03-01 18:15:00,66672.6,68998.76,timeout,24.0,3.4889294852757935,0.523339422791369
sell_3_original,2026-03-01 18:45:00,66975.74,68650.1335,stop_loss,24.0,-2.4999999999999862,-0.37499999999999795
buy_3_original,2026-03-01 19:05:00,66547.81,68774.52,timeout,24.0,3.3460304704242056,0.5019045705636308
sell_3_original,2026-03-01 19:45:00,66995.64,68670.53099999999,stop_loss,24.0,-2.499999999999983,-0.37499999999999745
buy_3_original,2026-03-01 20:15:00,66062.83,68882.01,timeout,24.0,4.267422391683785,0.6401133587525677
sell_3_original,2026-03-01 21:20:00,66242.58,67898.6445,stop_loss,24.0,-2.49999999999999,-0.37499999999999845
buy_3_original,2026-03-01 22:45:00,65654.54,69301.5,timeout,24.0,5.554771992919312,0.8332157989378968
sell_3_original,2026-03-01 23:05:00,66381.74,68041.2835,stop_loss,24.0,-2.4999999999999996,-0.37499999999999994
buy_3_original,2026-03-01 23:45:00,66003.59,68917.02,timeout,24.0,4.414047781340391,0.6621071672010586
sell_3_original,2026-03-02 00:10:00,66462.4,68123.95999999999,stop_loss,24.0,-2.4999999999999964,-0.37499999999999944
buy_3_original,2026-03-02 00:45:00,65874.92,68977.7,timeout,24.0,4.71010818684865,0.7065162280272975
sell_3_original,2026-03-02 01:10:00,66157.28,67811.212,stop_loss,24.0,-2.5000000000000013,-0.37500000000000017
buy_3_original,2026-03-02 01:35:00,65259.21,69000.0,timeout,24.0,5.732202397178883,0.8598303595768324
sell_3_original,2026-03-02 02:20:00,67220.81,68901.33024999998,stop_loss,24.0,-2.4999999999999805,-0.37499999999999706
buy_3_original,2026-03-02 17:20:00,66850.31,68224.55,timeout,24.0,2.0556972735055457,0.30835459102583185
sell_3_original,2026-03-02 18:40:00,67156.53,68835.44325,stop_loss,24.0,-2.4999999999999964,-0.37499999999999944
buy_3_original,2026-03-02 19:00:00,66707.75,68639.45,timeout,24.0,2.8957654845201604,0.43436482267802407
sell_3_original,2026-03-02 19:25:00,67166.5,68845.66249999999,stop_loss,24.0,-2.499999999999987,-0.37499999999999806
buy_3_original,2026-03-02 21:00:00,66635.3,68050.16,timeout,24.0,2.1232890074780193,0.3184933511217029
sell_3_original,2026-03-02 21:20:00,67254.89,68936.26225,stop_loss,24.0,-2.5000000000000004,-0.37500000000000006
buy_3_original,2026-03-02 21:55:00,66158.0,68024.62,timeout,24.0,2.8214577224220734,0.423218658363311
sell_3_original,2026-03-02 22:20:00,67019.23,68694.71074999998,stop_loss,24.0,-2.4999999999999822,-0.37499999999999734
buy_3_original,2026-03-06 06:10:00,66471.79,67951.11,timeout,24.0,2.2254854277280742,0.3338228141592111
sell_3_original,2026-03-06 07:05:00,67483.05,69170.12625,stop_loss,24.0,-2.4999999999999973,-0.3749999999999996
buy_3_original,2026-03-06 07:30:00,67281.34,67748.8,timeout,24.0,0.6947840218402404,0.10421760327603605
sell_3_original,2026-03-06 08:15:00,67457.09,69143.51724999999,stop_loss,24.0,-2.4999999999999902,-0.3749999999999985
buy_3_original,2026-03-06 08:55:00,67183.39,67795.4,timeout,24.0,0.9109543296341474,0.1366431494451221
